Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,02-3100-9176,New York,NY,10001-3813,"To support the National Leadership Development Initiative. Designed to build leadership skills for the chamber music field and develop a next generation of leaders, the project will provide professional services in several areas, including consultancies, on-site technical assistance, special publications, a Web site, and a national conference.",2002,12,"$100,000 ",7/1/2003,6/30/2004
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,02-3100-9024,New York,NY,10001-3813,"To support the National Leadership Development Initiative. Designed to build leadership skills for the chamber music field and to develop a next generation of leaders, this project will provide professional services in several areas, including consultancies, on-site technical assistance, special publications, Web site, and a national conference.",2002,12,"$100,000 ",7/1/2002,6/30/2003
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,01-3100-9122,New York,NY,10001-3813,"To support the National Leadership Development Initiative. Designed to build leadership skills for the chamber music field and to develop a next generation of leaders, this project will provide professional services in several areas, including consultancies, on-site technical assistance, special publications, and a national conference.",2001,12,"$100,000 ",7/1/2001,6/30/2002
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,00-3100-9003,New York,NY,10001-3813,"To support the National Capacity Building Project, a national technical assistance initiative. Designed to help chamber ensembles and presenting organizations strengthen their organizational capacities, this 1999-2001 project will provide professional services in several areas, including in-field consultancies, on-site technical assistance, and special publications.",2000,12,"$100,000 ",7/1/2000,6/30/2001
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,99-3100-9202,New York,NY,10001-3813,"To support the implementation of a national technical assistance initiative. Entitled National Capacity Building Project, this 1999-2000 stabilization project is designed to help its 560 member chamber ensembles and 350 member presenters strengthen their organizational capacities.",1999,12,"$100,000 ",4/1/1999,6/30/2000
"Chamber Music America, Inc.",aka,Music,Organizational Capacity / Stabilization,98-3100-9166,New York,NY,10001-3813,,1998,12,"$120,000 ",7/1/1998,6/30/1999
"Chamber Music America, Inc.",aka,Music,Leadership,00-3100-3129,New York,NY,10001-3813,"To support the Chamber Music Rural Residencies Program. This program places emerging chamber music ensembles in selected rural communities for a residency period of nine months to enhance musical life in those communities and provide the ensembles an opportunity to work together to learn repertoire, and hone performance, teaching, management, and interpersonal skills.",2000,12,"$150,000 ",7/1/2000,6/30/2001
"Chamber Music America, Inc.",aka,Music,Leadership,99-3100-3204,New York,NY,10001-3813,,1999,12,"$150,000 ",7/1/1999,6/30/2000
"Chamber Music America, Inc.",aka,Music,Access to Artistic Excellence,09-3100-7164,New York,NY,10001-3813,"To support, through a Chairman's extraordinary action award, travel and lodging stipends to musicians and presenting organization personnel to attend Chamber Music America's annual conference. Full and partial monetary assistance will allow financially struggling musicians and presenters the opportunity to attend the conference during the current difficult economic downturn.",2009,12,"$20,000 ",1/1/2009,6/30/2009
"Chamber Music America, Inc.",aka,Music,Leadership,02-3100-3156,New York,NY,10001-3813,,2002,12,"$38,000 ",11/1/2001,10/31/2002
"Chamber Music America, Inc.",aka,Music,American Masterpieces,10-3148-7299,New York,NY,10001-3813,"To support the development and dissemination of information for the NEA's American Masterpieces Chamber Music initiative. Through a variety of promotional showcases, including Chamber Music magazine and Chamber Music America's Web site, materials will be developed to generate interest in the initiative, serve as a resource on repertoire to be performed, and document the success of individual projects funded.",2010,12,"$40,000 ",1/1/2011,9/30/2011
"Chamber Music America, Inc.",aka,Music,Access to Artistic Excellence,09-3148-7161,New York,NY,10001-3813,"To support the development and dissemination of information for the NEA's American Masterpieces Chamber Music initiative. Through a variety of promotional showcases, including Chamber Music magazine and CMA's Web site, materials will be developed to generate interest in the initiative, serve as a resource on repertoire to be performed, and document the success of individual projects funded; a concert will be included during the annual conference.",2009,12,"$40,000 ",10/1/2009,12/31/2010
"Chamber Music America, Inc.",aka,Music,Recovery Act,09-3188-7373,New York,NY,10001-3813,,2009,12,"$50,000 ",7/1/2009,6/30/2010
"Chamber Music America, Inc.",aka,Music,American Masterpieces,08-3148-7171,New York,NY,10001-3813,"To support the development and dissemination of information for the NEA's American Masterpieces Chamber Music initiative. Through a variety of promotional showcases, including the Chamber Music magazine and CMA's Web site, materials will be developed to generate interest in the initiative; serve as a resource on repertoire to be performed; and document the success of individual projects funded.",2008,12,"$50,000 ",1/1/2008,9/30/2009
"Chamber Music America, Inc.",aka,Music,Art Works,12-3100-7054,New York,NY,10001-3813,"To support the National Leadership Initiative. Designed to build leadership skills in the chamber music field, the project will provide professional services to members through consultancies, on-site technical assistance, special publications, a Web site, and a national conference in New York City.",2012,12,"$85,000 ",7/1/2012,6/30/2013
"Chamber Music America, Inc.",aka,Music,Art Works,1847038-31-19,New York,NY,10001-3813,"To support leadership and professional development services to the field of chamber music. Serving the diverse chamber music field—which comprises ensembles, presenters, independent musicians, composers, educators, managers, training programs, and students in all 50 states—the project is designed to build leadership skills for its members. Activities will encompass professional development services including a national conference, consultations, seminars, publications, and interactive workshops focused on education, audience engagement, career building, and administrative skills. First Tuesdays is a free monthly professional development seminar series held in New York City, streamed online, and archived on Chamber Music America's website. Publications include the quarterly Chamber Music magazine available in print and online, and Accent, a weekly e-newsletter that provides information on job opportunities, competitions, and general news pertinent to the small ensemble field.",2019,12,"$90,000 ",7/1/2019,6/30/2020
"Chamber Music America, Inc.",aka,Music,Art Works,1830210-31-18,New York,NY,10001-3813,"To support leadership and professional development services to the field of chamber music. Serving the diverse chamber music field, which comprises ensembles, presenters, independent musicians, composers, educators, managers, training programs, and students in all 50 states, the project is designed to build leadership skills for its members. Activities will encompass professional development services including a national conference, consultations, seminars, publications, and interactive workshops focused on education, audience engagement, career-building, and administrative skills. First Tuesdays, a free monthly professional development seminar series held in New York City, will also be streamed online and archived on Chamber Music America's website. Publications include the quarterly ""Chamber Music"" magazine available in print and online, and ""Accent,"" a weekly e-newsletter that provides information on job opportunities, competitions, and general news pertinent to the small ensemble field.",2018,12,"$90,000 ",7/1/2018,6/30/2019
"Chamber Music America, Inc.",aka,Music,Art Works,17-3100-7015,New York,NY,10001-3813,"To support the National Leadership Initiative. Serving the diverse chamber music field, which comprises ensembles, presenters, independent musicians, composers, educators, managers, training programs, and students in all 50 states, the initiative is designed to build leadership skills for its members. Activities will encompass professional development services including a national conference, consultations, seminars, publications, and interactive workshops focused on education, audience engagement, career-building, and administrative skills. First Tuesdays is a free monthly professional development seminar series held in New York City, streamed online, and archived on Chamber Music America's website. Publications include the quarterly ""Chamber Music"" magazine available in print and online, and ""Accent,"" a weekly e-newsletter that provides information on job opportunities, competitions, and general news pertinent to the small ensemble field.",2017,12,"$90,000 ",7/1/2017,6/30/2018
